,tier,sentence,label,interval,third,F0,F0sd,F0max,F0min,dB,dBsd,dBmax,duration,wo,case,propcontent,"propcontent_no,",quart,pno,grammatical_role,diffo3v1
997,1,sovu1_koyun_kuzu_itti_2a_01,it,3,1,199.0041232,NA,207.0984341,196.6768464,52.59827274,2.357315977,55.50774319,0.865464853,sov,u,koyunkuzuitti,7,2a,1,verb,32.7289548
998,1,sovu1_koyun_kuzu_itti_2a_01,it,3,2,197.1162733,NA,197.2748137,196.769954,49.46938146,6.996503238,52.93677646,0.865464853,sov,u,koyunkuzuitti,7,2a,1,verb,32.7289548
999,1,sovu1_koyun_kuzu_itti_2a_01,it,3,3,NA,NA,NA,NA,49.46938146,0.538715415,31.2830732,0.865464853,sov,u,koyunkuzuitti,7,2a,1,verb,32.7289548
1000,1,sovu1_taksici_minibuscu_oldurdu_2c_01,taksici,1,1,241.9257006,5.214141194,247.0693843,235.6920109,55.97856775,9.173850263,58.98248116,0.507596372,sov,u,taksiciminibuscuoldurdu,22,2c,1,subject,36.570341
1001,1,sovu1_taksici_minibuscu_oldurdu_2c_01,taksici,1,2,217.0420717,11.06392169,226.3936815,201.6391142,49.90912309,4.898843351,54.69566747,0.507596372,sov,u,taksiciminibuscuoldurdu,22,2c,1,subject,36.570341
1002,1,sovu1_taksici_minibuscu_oldurdu_2c_01,taksici,1,3,228.602626,37.95435681,271.6434243,179.0275268,49.90912309,5.657381113,60.88217942,0.507596372,sov,u,taksiciminibuscuoldurdu,22,2c,1,subject,36.570341
1003,1,sovu1_taksici_minibuscu_oldurdu_2c_01,minibuscu,2,1,245.2598918,14.30474534,272.3858931,233.0745335,60.96509564,0.919669731,62.30328786,1.056439909,sov,u,taksiciminibuscuoldurdu,22,2c,1,object,36.570341
1004,1,sovu1_taksici_minibuscu_oldurdu_2c_01,minibuscu,2,2,218.8406194,11.07507359,236.2911396,201.2415047,56.49041581,5.525513703,62.06740499,1.056439909,sov,u,taksiciminibuscuoldurdu,22,2c,1,object,36.570341
1005,1,sovu1_taksici_minibuscu_oldurdu_2c_01,minibuscu,2,3,240.1619992,7.513817684,246.7775728,232.851477,56.49041581,7.310350159,57.00959817,1.056439909,sov,u,taksiciminibuscuoldurdu,22,2c,1,object,36.570341
1006,1,sovu1_taksici_minibuscu_oldurdu_2c_01,oldur,3,1,203.5916582,17.68060472,232.851477,194.6938513,54.25076231,2.073727578,56.67125974,1.428117914,sov,u,taksiciminibuscuoldurdu,22,2c,1,verb,36.570341
1007,1,sovu1_taksici_minibuscu_oldurdu_2c_01,oldur,3,2,181.697306,11.34345486,194.6938513,165.2137427,53.29029713,7.637291461,56.79408735,1.428117914,sov,u,taksiciminibuscuoldurdu,22,2c,1,verb,36.570341
1008,1,sovu1_taksici_minibuscu_oldurdu_2c_01,oldur,3,3,185.871686,12.31970898,203.1185086,171.9917493,53.29029713,4.893050902,53.59768545,1.428117914,sov,u,taksiciminibuscuoldurdu,22,2c,1,verb,36.570341
1009,1,sovu2_hemsire_doktor_getirdi_2a_01,hemsire,1,1,225.0307165,2.204180814,227.4240171,221.45493,64.70501996,0.865879619,65.57038032,0.42414966,sov,u,hemsiredoktorgetirdi,1,2a,1,subject,28.4766075
1010,1,sovu2_hemsire_doktor_getirdi_2a_01,hemsire,1,2,224.5682313,15.17281712,248.0451685,216.727836,58.5045938,6.436814601,64.62100311,0.42414966,sov,u,hemsiredoktorgetirdi,1,2a,1,subject,28.4766075
1011,1,sovu2_hemsire_doktor_getirdi_2a_01,hemsire,1,3,249.1478776,9.916683048,264.124193,237.8013147,58.5045938,1.977404582,63.07010315,0.42414966,sov,u,hemsiredoktorgetirdi,1,2a,1,subject,28.4766075
1012,1,sovu2_hemsire_doktor_getirdi_2a_01,doktor,2,1,253.5613992,14.02203512,270.0484998,232.8559516,60.78257408,5.491442629,64.21198056,0.856689342,sov,u,hemsiredoktorgetirdi,1,2a,1,object,28.4766075
1013,1,sovu2_hemsire_doktor_getirdi_2a_01,doktor,2,2,242.935408,NA,258.9332327,231.5783649,50.36562705,6.337916178,54.54751403,0.856689342,sov,u,hemsiredoktorgetirdi,1,2a,1,object,28.4766075
1014,1,sovu2_hemsire_doktor_getirdi_2a_01,doktor,2,3,241.3313324,6.83380608,256.8601525,234.9863242,50.36562705,1.665989216,63.61717257,0.856689342,sov,u,hemsiredoktorgetirdi,1,2a,1,object,28.4766075
1015,1,sovu2_hemsire_doktor_getirdi_2a_01,getir,3,1,212.8547249,8.694823895,234.9863242,205.9185427,58.2405883,3.525199693,61.03537655,1.227641723,sov,u,hemsiredoktorgetirdi,1,2a,1,verb,28.4766075
1016,1,sovu2_hemsire_doktor_getirdi_2a_01,getir,3,2,202.330514,NA,209.0682912,197.8332582,50.32906302,6.497955122,57.96506051,1.227641723,sov,u,hemsiredoktorgetirdi,1,2a,1,verb,28.4766075
1017,1,sovu2_hemsire_doktor_getirdi_2a_01,getir,3,3,191.4505867,11.498109,209.0682912,173.5019101,50.32906302,3.380769652,58.45259124,1.227641723,sov,u,hemsiredoktorgetirdi,1,2a,1,verb,28.4766075
1018,1,sovu2_prenses_prens_optu_2d_01,prenses,1,1,221.7197554,3.69419796,227.9900083,218.2014337,58.93525863,0.644446976,59.76868128,0.611632653,sov,u,prensesprensoptu,13,2d,1,subject,36.0936448
1019,1,sovu2_prenses_prens_optu_2d_01,prenses,1,2,249.3807691,31.03657365,305.7180445,214.5987988,55.83743446,6.137448529,59.58457185,0.611632653,sov,u,prensesprensoptu,13,2d,1,subject,36.0936448
1020,1,sovu2_prenses_prens_optu_2d_01,prenses,1,3,185.0976504,66.41153943,284.1227228,143.9460627,55.83743446,8.876083453,58.93181478,0.611632653,sov,u,prensesprensoptu,13,2d,1,subject,36.0936448
1021,1,sovu2_prenses_prens_optu_2d_01,prens,2,1,251.2961356,8.043371072,256.2439007,237.4005714,57.93009273,5.8340273,61.0537076,0.951927438,sov,u,prensesprensoptu,13,2d,1,object,36.0936448
1022,1,sovu2_prenses_prens_optu_2d_01,prens,2,2,236.2265178,2.998786591,239.9595142,232.6312859,59.17814393,0.552080176,59.39911957,0.951927438,sov,u,prensesprensoptu,13,2d,1,object,36.0936448
1023,1,sovu2_prenses_prens_optu_2d_01,prens,2,3,237.6285791,NA,239.0110094,237.0686317,59.17814393,5.921003964,55.03877577,0.951927438,sov,u,prensesprensoptu,13,2d,1,object,36.0936448
1024,1,sovu2_prenses_prens_optu_2d_01,op,3,1,201.5349343,NA,201.5435264,201.4265422,47.10952641,6.383487498,52.82105879,1.19414966,sov,u,prensesprensoptu,13,2d,1,verb,36.0936448
1025,1,sovu2_prenses_prens_optu_2d_01,op,3,2,195.0117625,6.695891644,201.4265422,186.880896,54.4121893,4.134224246,56.39013401,1.19414966,sov,u,prensesprensoptu,13,2d,1,verb,36.0936448
1026,1,sovu2_prenses_prens_optu_2d_01,op,3,3,186.880896,NA,186.880896,186.880896,54.4121893,2.241514188,37.37711842,1.19414966,sov,u,prensesprensoptu,13,2d,1,verb,36.0936448
1027,1,sovu2_tacir_hirsiz_bicakladi_2c_01,tacir,1,1,222.315937,1.333737293,224.0408776,220.9802032,60.73168039,1.225981674,61.45203302,0.440589569,sov,u,tacirhirsizbicakladi,19,2c,1,subject,39.2343159
1028,1,sovu2_tacir_hirsiz_bicakladi_2c_01,tacir,1,2,228.349913,36.12920561,303.8380129,187.9937134,56.73887754,8.194418319,61.26880473,0.440589569,sov,u,tacirhirsizbicakladi,19,2c,1,subject,39.2343159
1029,1,sovu2_tacir_hirsiz_bicakladi_2c_01,tacir,1,3,254.1796798,71.14063496,312.9340951,150.4854925,56.73887754,8.502352291,57.84579811,0.440589569,sov,u,tacirhirsizbicakladi,19,2c,1,subject,39.2343159
1030,1,sovu2_tacir_hirsiz_bicakladi_2c_01,hirsiz,2,1,252.6727325,4.117296962,256.8756237,247.0439939,57.30053339,10.759999,61.46673181,0.831451247,sov,u,tacirhirsizbicakladi,19,2c,1,object,39.2343159
1031,1,sovu2_tacir_hirsiz_bicakladi_2c_01,hirsiz,2,2,238.0083696,17.50706623,267.3164957,221.7725177,55.05680525,5.355278202,60.54046333,0.831451247,sov,u,tacirhirsizbicakladi,19,2c,1,object,39.2343159
1032,1,sovu2_tacir_hirsiz_bicakladi_2c_01,hirsiz,2,3,247.3949509,18.50643268,267.3164957,215.4620557,55.05680525,3.212828516,59.28528556,0.831451247,sov,u,tacirhirsizbicakladi,19,2c,1,object,39.2343159
1033,1,sovu2_tacir_hirsiz_bicakladi_2c_01,bicakla,3,1,208.160635,5.123674422,215.4620557,203.1007598,49.26539702,6.103024373,54.36749003,1.335827664,sov,u,tacirhirsizbicakladi,19,2c,1,verb,39.2343159
1034,1,sovu2_tacir_hirsiz_bicakladi_2c_01,bicakla,3,2,189.3820827,11.36821033,206.3803307,178.2549488,49.67463497,8.095294415,54.36079756,1.335827664,sov,u,tacirhirsizbicakladi,19,2c,1,verb,39.2343159
1035,1,sovu2_tacir_hirsiz_bicakladi_2c_01,bicakla,3,3,187.110738,5.850075628,196.4420126,179.4444633,49.67463497,7.492061394,53.67319733,1.335827664,sov,u,tacirhirsizbicakladi,19,2c,1,verb,39.2343159
1036,1,sovu2_tavsan_sincap_kokladi_2b_01,tavsan,1,1,230.5096709,2.240854128,232.8205723,227.8128924,59.44737583,0.778834447,60.0176309,0.441587302,sov,u,tavsansincapkokladi,24,2b,1,subject,67.3049384
1037,1,sovu2_tavsan_sincap_kokladi_2b_01,tavsan,1,2,230.2691406,14.98116149,248.9291304,214.314864,53.69781305,4.585575025,59.23633443,0.441587302,sov,u,tavsansincapkokladi,24,2b,1,subject,67.3049384
1038,1,sovu2_tavsan_sincap_kokladi_2b_01,tavsan,1,3,268.0938541,21.15166016,300.1249835,245.6931263,53.69781305,2.308859633,59.25267208,0.441587302,sov,u,tavsansincapkokladi,24,2b,1,subject,67.3049384
1039,1,sovu2_tavsan_sincap_kokladi_2b_01,sincap,2,1,295.1404085,NA,297.1080623,294.475465,44.96322006,2.759462219,47.81596439,0.817256236,sov,u,tavsansincapkokladi,24,2b,1,object,67.3049384
1040,1,sovu2_tavsan_sincap_kokladi_2b_01,sincap,2,2,237.2359977,11.14367307,253.0223491,223.3775012,59.81221662,2.03460709,61.00425245,0.817256236,sov,u,tavsansincapkokladi,24,2b,1,object,67.3049384
1041,1,sovu2_tavsan_sincap_kokladi_2b_01,sincap,2,3,238.7478465,11.18463908,252.7178074,218.4654749,59.81221662,3.835126882,60.52830512,0.817256236,sov,u,tavsansincapkokladi,24,2b,1,object,67.3049384
1042,1,sovu2_tavsan_sincap_kokladi_2b_01,kokla,3,1,171.4429081,98.37463615,234.5089977,59.92999969,47.43368246,9.087510584,54.81607976,1.263424036,sov,u,tavsansincapkokladi,24,2b,1,verb,67.3049384
1043,1,sovu2_tavsan_sincap_kokladi_2b_01,kokla,3,2,212.393672,6.211131379,221.4758807,206.5700449,52.43503231,9.169940764,57.28212468,1.263424036,sov,u,tavsansincapkokladi,24,2b,1,verb,67.3049384
1044,1,sovu2_tavsan_sincap_kokladi_2b_01,kokla,3,3,201.3881251,4.475742986,207.623966,193.3267532,52.43503231,4.885656049,54.11646635,1.263424036,sov,u,tavsansincapkokladi,24,2b,1,verb,67.3049384
1045,1,sovu3_abla_kardes_cekistirdi_2a_01,abla,1,1,231.6546265,1.559449197,232.9712978,230.490628,62.91439973,1.253654122,63.93031296,0.302743764,sov,u,ablakardescekistirdi,38,2a,1,subject,28.9687842
1046,1,sovu3_abla_kardes_cekistirdi_2a_01,abla,1,2,216.3222182,10.38029691,231.7716341,204.207201,54.09145424,3.942860677,59.43287336,0.302743764,sov,u,ablakardescekistirdi,38,2a,1,subject,28.9687842
1047,1,sovu3_abla_kardes_cekistirdi_2a_01,abla,1,3,240.4698269,10.17081449,253.481973,223.0290383,54.09145424,1.513428038,61.46640401,0.302743764,sov,u,ablakardescekistirdi,38,2a,1,subject,28.9687842
1048,1,sovu3_abla_kardes_cekistirdi_2a_01,kardes,2,1,238.2621431,13.28933904,254.7562856,220.2832981,55.70875376,8.967603952,62.13013874,0.810430839,sov,u,ablakardescekistirdi,38,2a,1,object,28.9687842
1049,1,sovu3_abla_kardes_cekistirdi_2a_01,kardes,2,2,221.9160377,8.855609848,240.709681,210.2712698,60.41832975,4.550394007,62.74191727,0.810430839,sov,u,ablakardescekistirdi,38,2a,1,object,28.9687842
1050,1,sovu3_abla_kardes_cekistirdi_2a_01,kardes,2,3,233.0357945,8.024684023,239.0023272,221.0317826,60.41832975,8.223431054,62.811282,0.810430839,sov,u,ablakardescekistirdi,38,2a,1,object,28.9687842
1051,1,sovu3_abla_kardes_cekistirdi_2a_01,cekistir,3,1,204.0670103,8.699537265,213.769365,194.3321407,50.30158718,6.960451043,56.35928412,1.411111111,sov,u,ablakardescekistirdi,38,2a,1,verb,28.9687842
1052,1,sovu3_abla_kardes_cekistirdi_2a_01,cekistir,3,2,197.3979244,2.894060115,200.7232855,195.0517494,46.12130069,6.359705519,50.65704658,1.411111111,sov,u,ablakardescekistirdi,38,2a,1,verb,28.9687842
1053,1,sovu3_abla_kardes_cekistirdi_2a_01,cekistir,3,3,186.9061799,13.57214788,208.80588,167.7138492,46.12130069,6.229647182,56.26059337,1.411111111,sov,u,ablakardescekistirdi,38,2a,1,verb,28.9687842
1054,1,sovu3_adam_kadin_karsiladi_2c_01,adam,1,1,230.8941802,8.886926352,240.1613299,219.8024781,55.97649222,4.587171995,59.27693066,0.453401361,sov,u,adamkadinkarsiladi,20,2c,1,subject,34.9109967
1055,1,sovu3_adam_kadin_karsiladi_2c_01,adam,1,2,232.6568652,42.42590329,290.9982438,150.3372177,57.66581939,3.949133692,60.366795,0.453401361,sov,u,adamkadinkarsiladi,20,2c,1,subject,34.9109967
1056,1,sovu3_adam_kadin_karsiladi_2c_01,adam,1,3,174.7239503,NA,177.3718365,169.0286168,57.66581939,4.568068654,44.16135243,0.453401361,sov,u,adamkadinkarsiladi,20,2c,1,subject,34.9109967
1057,1,sovu3_adam_kadin_karsiladi_2c_01,kadin,2,1,254.1070339,22.50731845,282.2243735,231.9435058,56.97140175,5.784240173,60.11696739,0.763151927,sov,u,adamkadinkarsiladi,20,2c,1,object,34.9109967
1058,1,sovu3_adam_kadin_karsiladi_2c_01,kadin,2,2,229.0633796,16.73794003,247.2569474,205.912113,58.87850332,3.783021331,62.45510374,0.763151927,sov,u,adamkadinkarsiladi,20,2c,1,object,34.9109967
1059,1,sovu3_adam_kadin_karsiladi_2c_01,kadin,2,3,240.9525023,6.412480611,246.9907029,230.0767579,58.87850332,2.362788716,62.02634205,0.763151927,sov,u,adamkadinkarsiladi,20,2c,1,object,34.9109967
1060,1,sovu3_adam_kadin_karsiladi_2c_01,karsila,3,1,206.0415056,24.38079994,230.0767579,177.9002813,53.21084596,2.692450553,55.59771751,1.22755102,sov,u,adamkadinkarsiladi,20,2c,1,verb,34.9109967
1061,1,sovu3_adam_kadin_karsiladi_2c_01,karsila,3,2,184.1018177,4.055607292,188.5152001,179.0578414,47.2146119,5.242837134,52.43785662,1.22755102,sov,u,adamkadinkarsiladi,20,2c,1,verb,34.9109967
1062,1,sovu3_adam_kadin_karsiladi_2c_01,karsila,3,3,176.3044155,3.524034736,183.2096476,171.583914,47.2146119,1.474513718,50.72186107,1.22755102,sov,u,adamkadinkarsiladi,20,2c,1,verb,34.9109967
1063,1,sovu3_ogrenci_ogretmen_korudu_2b_01,ogrenci,1,1,222.2312505,1.956265674,225.0515465,220.1981668,59.26384129,0.269089908,59.54795979,0.520725624,sov,u,ogrenciogretmenkorudu,25,2b,1,subject,-2.7731937
1064,1,sovu3_ogrenci_ogretmen_korudu_2b_01,ogrenci,1,2,221.5552929,2.648653849,226.3478292,218.5302343,58.32572127,0.703373895,59.5241873,0.520725624,sov,u,ogrenciogretmenkorudu,25,2b,1,subject,-2.7731937
1065,1,sovu3_ogrenci_ogretmen_korudu_2b_01,ogrenci,1,3,204.7020777,57.49530982,313.6282091,142.8943892,58.32572127,5.335331707,61.22664402,0.520725624,sov,u,ogrenciogretmenkorudu,25,2b,1,subject,-2.7731937
1066,1,sovu3_ogrenci_ogretmen_korudu_2b_01,ogretmen,2,1,252.1282882,21.81014128,290.8181308,230.4679268,60.32462753,1.855337646,62.07638726,1.08414966,sov,u,ogrenciogretmenkorudu,25,2b,1,object,-2.7731937
1067,1,sovu3_ogrenci_ogretmen_korudu_2b_01,ogretmen,2,2,231.0370028,6.918199269,256.6781719,226.1287765,53.49033338,8.23882505,57.63559797,1.08414966,sov,u,ogrenciogretmenkorudu,25,2b,1,object,-2.7731937
1068,1,sovu3_ogrenci_ogretmen_korudu_2b_01,ogretmen,2,3,235.6019599,9.707618016,256.6781719,223.7219844,53.49033338,3.434248248,57.867174,1.08414966,sov,u,ogrenciogretmenkorudu,25,2b,1,object,-2.7731937
1069,1,sovu3_ogrenci_ogretmen_korudu_2b_01,koru,3,1,238.3751536,15.96176489,256.9885542,224.8830648,48.21748647,2.792239981,51.8528044,1.320453515,sov,u,ogrenciogretmenkorudu,25,2b,1,verb,-2.7731937
1070,1,sovu3_ogrenci_ogretmen_korudu_2b_01,koru,3,2,208.6179959,11.63771255,227.1299631,193.2074671,54.1175922,2.016376369,55.85329129,1.320453515,sov,u,ogrenciogretmenkorudu,25,2b,1,verb,-2.7731937
1071,1,sovu3_ogrenci_ogretmen_korudu_2b_01,koru,3,3,189.0227763,3.340214724,193.2074671,185.4728799,54.1175922,3.226609859,53.89426785,1.320453515,sov,u,ogrenciogretmenkorudu,25,2b,1,verb,-2.7731937
1072,1,sovu3_romanci_sair_yerdi_2d_01,romanci,1,1,232.6965875,2.121809561,235.6509246,230.3916203,62.21575373,0.429057188,62.78914877,0.517777778,sov,u,romancisairyerdi,8,2d,1,subject,9.8508236
1073,1,sovu3_romanci_sair_yerdi_2d_01,romanci,1,2,228.4325498,1.831098947,231.6829995,223.8859692,60.09733769,0.807627481,60.99591007,0.517777778,sov,u,romancisairyerdi,8,2d,1,subject,9.8508236
1074,1,sovu3_romanci_sair_yerdi_2d_01,romanci,1,3,208.1197287,63.41431975,300.928634,137.5237789,60.09733769,4.573141385,58.59312369,0.517777778,sov,u,romancisairyerdi,8,2d,1,subject,9.8508236
1075,1,sovu3_romanci_sair_yerdi_2d_01,sair,2,1,225.7382464,73.60114438,274.3244575,153.0493184,50.65121308,3.355738265,57.01174081,0.996507937,sov,u,romancisairyerdi,8,2d,1,object,9.8508236
1076,1,sovu3_romanci_sair_yerdi_2d_01,sair,2,2,228.2947603,12.17580548,257.58495,219.6603354,61.00965415,0.653907451,61.9667452,0.996507937,sov,u,romancisairyerdi,8,2d,1,object,9.8508236
1077,1,sovu3_romanci_sair_yerdi_2d_01,sair,2,3,222.8245661,5.55461804,229.5853476,214.7788894,61.00965415,3.03166599,60.52677946,0.996507937,sov,u,romancisairyerdi,8,2d,1,object,9.8508236
1078,1,sovu3_romanci_sair_yerdi_2d_01,yer,3,1,212.9737425,14.17659791,227.8959679,191.9740739,58.18929873,1.261872715,59.13449653,1.290385488,sov,u,romancisairyerdi,8,2d,1,verb,9.8508236
1079,1,sovu3_romanci_sair_yerdi_2d_01,yer,3,2,183.3576948,3.743902735,191.9740739,180.628699,53.28545622,0.637724655,54.19649949,1.290385488,sov,u,romancisairyerdi,8,2d,1,verb,9.8508236
1080,1,sovu3_romanci_sair_yerdi_2d_01,yer,3,3,177.6750395,2.079544944,180.628699,174.2325645,53.28545622,1.110627683,52.48234729,1.290385488,sov,u,romancisairyerdi,8,2d,1,verb,9.8508236
1081,1,sovu4_amca_teyze_simartti_2a_01,amca,1,1,252.1108836,6.38692555,259.7281747,244.5655042,63.94230915,0.450769141,64.24367077,0.393537415,sov,u,amcateyzesimartti,37,2a,1,subject,26.4362963
1082,1,sovu4_amca_teyze_simartti_2a_01,amca,1,2,246.3757386,10.0113285,259.557001,237.4317045,63.61336277,2.578863347,65.92771273,0.393537415,sov,u,amcateyzesimartti,37,2a,1,subject,26.4362963
1083,1,sovu4_amca_teyze_simartti_2a_01,amca,1,3,266.8765656,25.52028793,298.4503641,237.5656288,63.61336277,3.880250418,61.94938271,0.393537415,sov,u,amcateyzesimartti,37,2a,1,subject,26.4362963
1084,1,sovu4_amca_teyze_simartti_2a_01,teyze,2,1,278.5196504,NA,295.7567114,253.575343,51.33485449,9.237583442,59.79379042,0.811950113,sov,u,amcateyzesimartti,37,2a,1,object,26.4362963
1085,1,sovu4_amca_teyze_simartti_2a_01,teyze,2,2,242.316909,6.434218902,253.575343,234.7603267,63.79288484,0.740799534,64.48022121,0.811950113,sov,u,amcateyzesimartti,37,2a,1,object,26.4362963
1086,1,sovu4_amca_teyze_simartti_2a_01,teyze,2,3,242.6412154,16.2429511,259.0881738,214.0865177,63.79288484,5.904076783,63.71006997,0.811950113,sov,u,amcateyzesimartti,37,2a,1,object,26.4362963
1087,1,sovu4_amca_teyze_simartti_2a_01,simart,3,1,216.2049191,NA,248.106626,204.9868539,53.97105313,2.386539321,56.20779108,1.194648526,sov,u,amcateyzesimartti,37,2a,1,verb,26.4362963
1088,1,sovu4_amca_teyze_simartti_2a_01,simart,3,2,185.1815267,9.998539325,204.9868539,177.1829205,54.61763985,2.038691081,57.44088137,1.194648526,sov,u,amcateyzesimartti,37,2a,1,verb,26.4362963
1089,1,sovu4_amca_teyze_simartti_2a_01,simart,3,3,176.8888176,0.741654236,177.6147312,176.1781112,54.61763985,10.06029743,52.50453653,1.194648526,sov,u,amcateyzesimartti,37,2a,1,verb,26.4362963
1090,1,sovu4_baba_ogul_utandirdi_2b_01,baba,1,1,208.754652,12.64094029,217.1654763,189.3270004,55.49601153,4.007962412,59.00566727,0.442539683,sov,u,babaogulutandirdi,42,2b,1,subject,21.7582094
1091,1,sovu4_baba_ogul_utandirdi_2b_01,baba,1,2,251.6997458,32.16384434,306.3074521,212.5534956,59.39249865,2.425101501,60.86046626,0.442539683,sov,u,babaogulutandirdi,42,2b,1,subject,21.7582094
1092,1,sovu4_baba_ogul_utandirdi_2b_01,baba,1,3,191.3577233,48.51798824,237.0301079,144.2545281,59.39249865,9.043580348,52.13969714,0.442539683,sov,u,babaogulutandirdi,42,2b,1,subject,21.7582094
1093,1,sovu4_baba_ogul_utandirdi_2b_01,ogul,2,1,229.7568621,3.817968562,234.873545,224.4637891,60.10360674,2.006010764,61.3591595,0.716213152,sov,u,babaogulutandirdi,42,2b,1,object,21.7582094
1094,1,sovu4_baba_ogul_utandirdi_2b_01,ogul,2,2,231.747365,7.149735925,242.304659,224.777506,61.90522185,0.68679465,62.61411931,0.716213152,sov,u,babaogulutandirdi,42,2b,1,object,21.7582094
1095,1,sovu4_baba_ogul_utandirdi_2b_01,ogul,2,3,241.4065113,4.857957641,245.6583664,233.4269971,61.90522185,1.543282566,62.03238248,0.716213152,sov,u,babaogulutandirdi,42,2b,1,object,21.7582094
1096,1,sovu4_baba_ogul_utandirdi_2b_01,utandir,3,1,219.6483019,11.4170475,233.4269971,205.7920891,54.38339698,9.731010082,59.02217668,1.233718821,sov,u,babaogulutandirdi,42,2b,1,verb,21.7582094
1097,1,sovu4_baba_ogul_utandirdi_2b_01,utandir,3,2,194.8787507,4.82943041,204.1280493,190.1131445,53.18646209,0.845600095,54.18395021,1.233718821,sov,u,babaogulutandirdi,42,2b,1,verb,21.7582094
1098,1,sovu4_baba_ogul_utandirdi_2b_01,utandir,3,3,187.3956291,2.085262097,190.1131445,182.1145565,53.18646209,1.102134866,52.28366869,1.233718821,sov,u,babaogulutandirdi,42,2b,1,verb,21.7582094
1099,1,sovu4_mufettis_komutan_suzdu_2d_01,mufettis,1,1,230.9123169,7.823122368,241.3508189,219.8221537,57.14995247,6.669215425,60.98328425,0.663129252,sov,u,mufettiskomutansuzdu,12,2d,1,subject,13.9727609
1100,1,sovu4_mufettis_komutan_suzdu_2d_01,mufettis,1,2,239.3285957,60.98168051,297.4514136,136.2503777,53.30463781,12.20210142,59.33539995,0.663129252,sov,u,mufettiskomutansuzdu,12,2d,1,subject,13.9727609
1101,1,sovu4_mufettis_komutan_suzdu_2d_01,mufettis,1,3,157.6501519,2.190762766,158.6313114,154.7396715,53.30463781,8.639975453,57.94204721,0.663129252,sov,u,mufettiskomutansuzdu,12,2d,1,subject,13.9727609
1102,1,sovu4_mufettis_komutan_suzdu_2d_01,komutan,2,1,243.0067896,4.003596783,246.143383,236.1242176,57.55437872,11.00615412,62.10438562,1.168390023,sov,u,mufettiskomutansuzdu,12,2d,1,object,13.9727609
1103,1,sovu4_mufettis_komutan_suzdu_2d_01,komutan,2,2,241.3959677,15.93165884,269.8949303,230.0435485,58.52144226,9.767920213,62.35023464,1.168390023,sov,u,mufettiskomutansuzdu,12,2d,1,object,13.9727609
1104,1,sovu4_mufettis_komutan_suzdu_2d_01,komutan,2,3,239.6709987,10.32696647,262.4834921,229.5159208,58.52144226,1.710316327,61.78547447,1.168390023,sov,u,mufettiskomutansuzdu,12,2d,1,object,13.9727609
1105,1,sovu4_mufettis_komutan_suzdu_2d_01,suz,3,1,225.6982378,NA,229.5159208,219.9311997,44.70806323,5.807024424,51.7285621,1.497709751,sov,u,mufettiskomutansuzdu,12,2d,1,verb,13.9727609
1106,1,sovu4_mufettis_komutan_suzdu_2d_01,suz,3,2,195.4316051,15.15834969,219.9311997,175.1145622,51.80099673,3.614251847,54.15299722,1.497709751,sov,u,mufettiskomutansuzdu,12,2d,1,verb,13.9727609
1107,1,sovu4_mufettis_komutan_suzdu_2d_01,suz,3,3,173.2933506,3.461803017,176.3256139,168.5172477,51.80099673,2.863480669,45.59904178,1.497709751,sov,u,mufettiskomutansuzdu,12,2d,1,verb,13.9727609
1108,1,sovu4_zurafa_fil_kizdirdi_2c_01,zurafa,1,1,226.7859358,6.497465366,234.8517058,217.3139315,60.13420987,0.875504841,61.18928096,0.555306122,sov,u,zurafafilkizdirdi,16,2c,1,subject,22.8533999
1109,1,sovu4_zurafa_fil_kizdirdi_2c_01,zurafa,1,2,215.001808,6.954116702,248.5525119,207.4126448,56.61825501,9.31009601,60.48677302,0.555306122,sov,u,zurafafilkizdirdi,16,2c,1,subject,22.8533999
1110,1,sovu4_zurafa_fil_kizdirdi_2c_01,zurafa,1,3,235.5023527,46.63559091,292.3748686,137.360687,56.61825501,3.618444935,62.19155754,0.555306122,sov,u,zurafafilkizdirdi,16,2c,1,subject,22.8533999
1111,1,sovu4_zurafa_fil_kizdirdi_2c_01,fil,2,1,156.8545798,NA,156.8545798,156.8545798,42.70243463,4.646730869,46.63236614,0.8669161,sov,u,zurafafilkizdirdi,16,2c,1,object,22.8533999
1112,1,sovu4_zurafa_fil_kizdirdi_2c_01,fil,2,2,280.4938284,6.924670245,286.979482,272.2980427,56.83425672,10.39643988,61.45699779,0.8669161,sov,u,zurafafilkizdirdi,16,2c,1,object,22.8533999
1113,1,sovu4_zurafa_fil_kizdirdi_2c_01,fil,2,3,264.6606481,5.523706588,272.2980427,254.7752891,56.83425672,1.738561624,61.2889591,0.8669161,sov,u,zurafafilkizdirdi,16,2c,1,object,22.8533999
1114,1,sovu4_zurafa_fil_kizdirdi_2c_01,kizdir,3,1,241.8072482,10.67723607,254.7752891,225.0804354,53.02745886,9.592585544,58.9961164,1.335192744,sov,u,zurafafilkizdirdi,16,2c,1,verb,22.8533999
1115,1,sovu4_zurafa_fil_kizdirdi_2c_01,kizdir,3,2,192.5624453,20.83043419,225.0804354,171.1270177,52.43489115,10.12018258,58.21840788,1.335192744,sov,u,zurafafilkizdirdi,16,2c,1,verb,22.8533999
